niveau1,vondstnummer
Craft & Industry,NZD1.00087TXT023
Food Processing & Consumption,NZD1.00088CER001
Food Processing & Consumption,NZD1.00088CER002
Food Processing & Consumption,NZD1.00088CER037
Food Processing & Consumption,NZD1.00088CER043
Personal Artefacts & Clothing,NZD1.00088CER046
Food Processing & Consumption,NZD1.00088CER047
Food Processing & Consumption,NZD1.00088CER048
Food Processing & Consumption,NZD1.00088CER049
Food Processing & Consumption,NZD1.00088CER052
Distribution & Transport,NZD1.00088CER054
Food Processing & Consumption,NZD1.00088CER088
Food Processing & Consumption,NZD1.00088CER090
Food Processing & Consumption,NZD1.00088CER093
Food Processing & Consumption,NZD1.00088CER094
Food Processing & Consumption,NZD1.00088CER095
Food Processing & Consumption,NZD1.00088CER098
Food Processing & Consumption,NZD1.00088CER109
Food Processing & Consumption,NZD1.00088CER112
Food Processing & Consumption,NZD1.00088CER115
Food Processing & Consumption,NZD1.00088CER117
Food Processing & Consumption,NZD1.00088CER139
Food Processing & Consumption,NZD1.00088CER143
Food Processing & Consumption,NZD1.00088CER181
Distribution & Transport,NZD1.00088CER206
Distribution & Transport,NZD1.00088CER207
Food Processing & Consumption,NZD1.00088CER211
Food Processing & Consumption,NZD1.00088CER217
Food Processing & Consumption,NZD1.00088CER230
Food Processing & Consumption,NZD1.00088CER242
Food Processing & Consumption,NZD1.00088CER244
Food Processing & Consumption,NZD1.00088CER248
Food Processing & Consumption,NZD1.00088CER254
Food Processing & Consumption,NZD1.00088CER255
Food Processing & Consumption,NZD1.00088CER256
Food Processing & Consumption,NZD1.00088CER259
Food Processing & Consumption,NZD1.00088CER260
Food Processing & Consumption,NZD1.00088CER262
Food Processing & Consumption,NZD1.00088CER264
Food Processing & Consumption,NZD1.00088CER268
Food Processing & Consumption,NZD1.00088CER269
Food Processing & Consumption,NZD1.00088CER272
Food Processing & Consumption,NZD1.00088CER273
Food Processing & Consumption,NZD1.00088CER275
Food Processing & Consumption,NZD1.00088CER283
Food Processing & Consumption,NZD1.00088CER285
Food Processing & Consumption,NZD1.00088CER287
Food Processing & Consumption,NZD1.00088CER290
Craft & Industry,NZD1.00088CER291
Craft & Industry,NZD1.00088FAU023
Personal Artefacts & Clothing,NZD1.00088FAU063
Craft & Industry,NZD1.00088FAU064
Distribution & Transport,NZD1.00088HT002
Interiors & Accessories,NZD1.00088HT021
Food Processing & Consumption,NZD1.00088HT022
Craft & Industry,NZD1.00088HT027
Craft & Industry,NZD1.00088HT028
Craft & Industry,NZD1.00088HT031
Craft & Industry,NZD1.00088HT032
Personal Artefacts & Clothing,NZD1.00088LEE011
Personal Artefacts & Clothing,NZD1.00088LEE016
Personal Artefacts & Clothing,NZD1.00088LEE022
Personal Artefacts & Clothing,NZD1.00088LEE023
Personal Artefacts & Clothing,NZD1.00088LEE026
Personal Artefacts & Clothing,NZD1.00088LEE047
Personal Artefacts & Clothing,NZD1.00088LEE051
Personal Artefacts & Clothing,NZD1.00088LEE054
Personal Artefacts & Clothing,NZD1.00088LEE059
Personal Artefacts & Clothing,NZD1.00088LEE061
Personal Artefacts & Clothing,NZD1.00088LEE062
Distribution & Transport,NZD1.00088MTL002
Distribution & Transport,NZD1.00088MTL003
Distribution & Transport,NZD1.00088MTL007-gw
Food Processing & Consumption,NZD1.00088MTL014
Personal Artefacts & Clothing,NZD1.00088MTL016
Food Processing & Consumption,NZD1.00088MTL042
Food Processing & Consumption,NZD1.00088MTL043
Distribution & Transport,NZD1.00088MTL044
Distribution & Transport,NZD1.00088MTL046
Distribution & Transport,NZD1.00088MTL049
Distribution & Transport,NZD1.00088MTL051
Distribution & Transport,NZD1.00088MTL053
Distribution & Transport,NZD1.00088MTL060
Buildings & Structures,NZD1.00088STN003
Food Processing & Consumption,NZD1.00088STN004
Buildings & Structures,NZD1.00088STN005
Buildings & Structures,NZD1.00088STN006
Interiors & Accessories,NZD1.00088STN007
Craft & Industry,NZD1.00088STN008
Interiors & Accessories,NZD1.00088TW001
Craft & Industry,NZD1.00088TXT010
Craft & Industry,NZD1.00088TXT013
Craft & Industry,NZD1.00088TXT018
Craft & Industry,NZD1.00088TXT023
Craft & Industry,NZD1.00088TXT025
Food Processing & Consumption,NZD1.00089CER002
Food Processing & Consumption,NZD1.00089CER003
Distribution & Transport,NZD1.00089MTL001
Distribution & Transport,NZD1.00089MTL002
Food Processing & Consumption,NZD1.00090CER001
Food Processing & Consumption,NZD1.00090CER044
Food Processing & Consumption,NZD1.00090CER045
Distribution & Transport,NZD1.00090CER046
Food Processing & Consumption,NZD1.00090CER048
Food Processing & Consumption,NZD1.00090CER074
Food Processing & Consumption,NZD1.00090CER081
Food Processing & Consumption,NZD1.00090CER088
Food Processing & Consumption,NZD1.00090CER096
Food Processing & Consumption,NZD1.00090CER108
Food Processing & Consumption,NZD1.00090CER123
Food Processing & Consumption,NZD1.00090CER126
Food Processing & Consumption,NZD1.00090CER135
Food Processing & Consumption,NZD1.00090CER137
Food Processing & Consumption,NZD1.00090CER141
Food Processing & Consumption,NZD1.00090CER146
Food Processing & Consumption,NZD1.00090CER171
Food Processing & Consumption,NZD1.00090CER175
Food Processing & Consumption,NZD1.00090CER209
Food Processing & Consumption,NZD1.00090CER211
Food Processing & Consumption,NZD1.00090CER232
Food Processing & Consumption,NZD1.00090CER244
Food Processing & Consumption,NZD1.00090CER251
Food Processing & Consumption,NZD1.00090CER253
Food Processing & Consumption,NZD1.00090CER254
Food Processing & Consumption,NZD1.00090CER258
Food Processing & Consumption,NZD1.00090CER260
Food Processing & Consumption,NZD1.00090CER261
Food Processing & Consumption,NZD1.00090CER262
Food Processing & Consumption,NZD1.00090CER263
Food Processing & Consumption,NZD1.00090CER265
Food Processing & Consumption,NZD1.00090CER268
Food Processing & Consumption,NZD1.00090CER270
Food Processing & Consumption,NZD1.00090CER273
Food Processing & Consumption,NZD1.00090CER282
Food Processing & Consumption,NZD1.00090CER285
Food Processing & Consumption,NZD1.00090CER291
Food Processing & Consumption,NZD1.00090CER294
Food Processing & Consumption,NZD1.00090CER296
Food Processing & Consumption,NZD1.00090CER298
Food Processing & Consumption,NZD1.00090CER303
Craft & Industry,NZD1.00090FAU024
Craft & Industry,NZD1.00090FAU027
Interiors & Accessories,NZD1.00090GLS004
Personal Artefacts & Clothing,NZD1.00090HK001
Interiors & Accessories,NZD1.00090HT006
Distribution & Transport,NZD1.00090HT007
Food Processing & Consumption,NZD1.00090HT008
Food Processing & Consumption,NZD1.00090HT015
Personal Artefacts & Clothing,NZD1.00090HT018
Craft & Industry,NZD1.00090HT020
Craft & Industry,NZD1.00090HT021
Food Processing & Consumption,NZD1.00090HT024
Food Processing & Consumption,NZD1.00090KST001
Personal Artefacts & Clothing,NZD1.00090LEE014
Personal Artefacts & Clothing,NZD1.00090LEE020
Distribution & Transport,NZD1.00090MTL010-gw
Distribution & Transport,NZD1.00090MTL013
Food Processing & Consumption,NZD1.00090MTL014
Communication & Exchange,NZD1.00090MTL018
Distribution & Transport,NZD1.00090MTL019
Personal Artefacts & Clothing,NZD1.00090MTL020
Personal Artefacts & Clothing,NZD1.00090MTL044
Personal Artefacts & Clothing,NZD1.00090MTL045
Distribution & Transport,NZD1.00090MTL050
Craft & Industry,NZD1.00090STN001
Interiors & Accessories,NZD1.00090TW001
Interiors & Accessories,NZD1.00090TW002
Interiors & Accessories,NZD1.00090TW003
Craft & Industry,NZD1.00090TXT002
Craft & Industry,NZD1.00090TXT003
Craft & Industry,NZD1.00090TXT004
Craft & Industry,NZD1.00090TXT005
Craft & Industry,NZD1.00090TXT006
Craft & Industry,NZD1.00090TXT009
Food Processing & Consumption,NZD1.00091CER001
Food Processing & Consumption,NZD1.00091CER002
Food Processing & Consumption,NZD1.00091CER003
Distribution & Transport,NZD1.00091MTL001
Food Processing & Consumption,NZD1.00092CER015
Personal Artefacts & Clothing,NZD1.00092CER051
Food Processing & Consumption,NZD1.00092CER075
Food Processing & Consumption,NZD1.00092CER077
Food Processing & Consumption,NZD1.00092CER078
Food Processing & Consumption,NZD1.00092CER090
Food Processing & Consumption,NZD1.00092CER097
Food Processing & Consumption,NZD1.00092CER099
Food Processing & Consumption,NZD1.00092CER104
Food Processing & Consumption,NZD1.00092CER105
Food Processing & Consumption,NZD1.00092CER109
Food Processing & Consumption,NZD1.00092CER112
Food Processing & Consumption,NZD1.00092CER115
Food Processing & Consumption,NZD1.00092CER119
Food Processing & Consumption,NZD1.00092CER142
Food Processing & Consumption,NZD1.00092CER145
Food Processing & Consumption,NZD1.00092CER149
Food Processing & Consumption,NZD1.00092CER152
Food Processing & Consumption,NZD1.00092CER195
Food Processing & Consumption,NZD1.00092CER207
Distribution & Transport,NZD1.00092CER215
Distribution & Transport,NZD1.00092CER216
Food Processing & Consumption,NZD1.00092CER222
Food Processing & Consumption,NZD1.00092CER223
Food Processing & Consumption,NZD1.00092CER224
Food Processing & Consumption,NZD1.00092CER232
Food Processing & Consumption,NZD1.00092CER239
Food Processing & Consumption,NZD1.00092CER248
Food Processing & Consumption,NZD1.00092CER256
Food Processing & Consumption,NZD1.00092CER260
Food Processing & Consumption,NZD1.00092CER261
Food Processing & Consumption,NZD1.00092CER262
Food Processing & Consumption,NZD1.00092CER263
Food Processing & Consumption,NZD1.00092CER264
Food Processing & Consumption,NZD1.00092CER266
Food Processing & Consumption,NZD1.00092CER267
Food Processing & Consumption,NZD1.00092CER268
Food Processing & Consumption,NZD1.00092CER270
Food Processing & Consumption,NZD1.00092CER271
Food Processing & Consumption,NZD1.00092CER272
Food Processing & Consumption,NZD1.00092CER273
Food Processing & Consumption,NZD1.00092CER274
Food Processing & Consumption,NZD1.00092CER276
Food Processing & Consumption,NZD1.00092CER278
Food Processing & Consumption,NZD1.00092CER279
Food Processing & Consumption,NZD1.00092CER282
Food Processing & Consumption,NZD1.00092CER284
Food Processing & Consumption,NZD1.00092CER286
Food Processing & Consumption,NZD1.00092CER292
Craft & Industry,NZD1.00092CER293
Interiors & Accessories,NZD1.00092HT012
Craft & Industry,NZD1.00092HT013
Craft & Industry,NZD1.00092HT014
Craft & Industry,NZD1.00092HT015
Craft & Industry,NZD1.00092HT016
Games & Recreation,NZD1.00092HT017
Food Processing & Consumption,NZD1.00092HT018
Food Processing & Consumption,NZD1.00092HT019
Personal Artefacts & Clothing,NZD1.00092LEE008
Personal Artefacts & Clothing,NZD1.00092LEE016
Personal Artefacts & Clothing,NZD1.00092LEE019
Personal Artefacts & Clothing,NZD1.00092LEE020
Distribution & Transport,NZD1.00092MTL002
Distribution & Transport,NZD1.00092MTL005-gw
Distribution & Transport,NZD1.00092MTL008
Personal Artefacts & Clothing,NZD1.00092MTL016
Personal Artefacts & Clothing,NZD1.00092MTL017
Communication & Exchange,NZD1.00092MTL018
Personal Artefacts & Clothing,NZD1.00092MTL051
Personal Artefacts & Clothing,NZD1.00092MTL053
Distribution & Transport,NZD1.00092MTL064
Distribution & Transport,NZD1.00092MTL067
Buildings & Structures,NZD1.00092STN003
Craft & Industry,NZD1.00092STN004
Craft & Industry,NZD1.00092TXT001
Craft & Industry,NZD1.00092TXT002
Craft & Industry,NZD1.00092TXT003
Craft & Industry,NZD1.00092TXT006
Craft & Industry,NZD1.00092TXT007
Food Processing & Consumption,NZD1.00093CER001
Food Processing & Consumption,NZD1.00093CER041
Food Processing & Consumption,NZD1.00093CER042
Food Processing & Consumption,NZD1.00093CER048
Food Processing & Consumption,NZD1.00093CER052
Food Processing & Consumption,NZD1.00093CER055
Food Processing & Consumption,NZD1.00093CER056
Food Processing & Consumption,NZD1.00093CER060
Food Processing & Consumption,NZD1.00093CER062
Food Processing & Consumption,NZD1.00093CER064
Food Processing & Consumption,NZD1.00093CER067
Food Processing & Consumption,NZD1.00093CER074
Food Processing & Consumption,NZD1.00093CER092
Food Processing & Consumption,NZD1.00093CER100
Food Processing & Consumption,NZD1.00093CER101
Food Processing & Consumption,NZD1.00093CER106
Food Processing & Consumption,NZD1.00093CER107
Food Processing & Consumption,NZD1.00093CER110
Food Processing & Consumption,NZD1.00093CER111
Food Processing & Consumption,NZD1.00093CER112
Food Processing & Consumption,NZD1.00093CER114
Food Processing & Consumption,NZD1.00093CER115
Food Processing & Consumption,NZD1.00093CER120
Food Processing & Consumption,NZD1.00093CER121
Food Processing & Consumption,NZD1.00093CER122
Food Processing & Consumption,NZD1.00093CER123
Craft & Industry,NZD1.00093FAU018
Craft & Industry,NZD1.00093FAU028
Interiors & Accessories,NZD1.00093GLS005
Food Processing & Consumption,NZD1.00093HT009
Interiors & Accessories,NZD1.00093HT010
Interiors & Accessories,NZD1.00093HT012
Craft & Industry,NZD1.00093HT016
Personal Artefacts & Clothing,NZD1.00093LEE008
Personal Artefacts & Clothing,NZD1.00093LEE009
Personal Artefacts & Clothing,NZD1.00093LEE021
Personal Artefacts & Clothing,NZD1.00093LEE022
Distribution & Transport,NZD1.00093MTL002-gw
Food Processing & Consumption,NZD1.00093MTL010
Distribution & Transport,NZD1.00093MTL011
Distribution & Transport,NZD1.00093MTL017
Craft & Industry,NZD1.00093STN004
Interiors & Accessories,NZD1.00093TW001
Craft & Industry,NZD1.00093TXT001
Personal Artefacts & Clothing,NZD1.00094LEE003
Personal Artefacts & Clothing,NZD1.00094LEE008
Food Processing & Consumption,NZD1.00094MTL004
Food Processing & Consumption,NZD1.00095CER001
Food Processing & Consumption,NZD1.00095CER012
Personal Artefacts & Clothing,NZD1.00095CER045
Food Processing & Consumption,NZD1.00095CER047
Food Processing & Consumption,NZD1.00095CER054
Food Processing & Consumption,NZD1.00095CER057
Food Processing & Consumption,NZD1.00095CER074
Food Processing & Consumption,NZD1.00095CER079
Food Processing & Consumption,NZD1.00095CER086
Food Processing & Consumption,NZD1.00095CER087
Food Processing & Consumption,NZD1.00095CER093
Food Processing & Consumption,NZD1.00095CER096
Food Processing & Consumption,NZD1.00095CER105
Food Processing & Consumption,NZD1.00095CER110
Food Processing & Consumption,NZD1.00095CER125
Food Processing & Consumption,NZD1.00095CER130
Food Processing & Consumption,NZD1.00095CER138
Food Processing & Consumption,NZD1.00095CER142
Food Processing & Consumption,NZD1.00095CER143
Food Processing & Consumption,NZD1.00095CER148
Food Processing & Consumption,NZD1.00095CER149
Food Processing & Consumption,NZD1.00095CER152
Food Processing & Consumption,NZD1.00095CER154
Food Processing & Consumption,NZD1.00095CER157
Food Processing & Consumption,NZD1.00095CER158
Food Processing & Consumption,NZD1.00095CER179
Food Processing & Consumption,NZD1.00095CER182
Food Processing & Consumption,NZD1.00095CER188
Food Processing & Consumption,NZD1.00095CER223
Food Processing & Consumption,NZD1.00095CER228
Food Processing & Consumption,NZD1.00095CER234
Food Processing & Consumption,NZD1.00095CER245
Food Processing & Consumption,NZD1.00095CER247
Craft & Industry,NZD1.00095CER254
Food Processing & Consumption,NZD1.00095CER262
Food Processing & Consumption,NZD1.00095CER267
Food Processing & Consumption,NZD1.00095CER269
Food Processing & Consumption,NZD1.00095CER278
Food Processing & Consumption,NZD1.00095CER279
Food Processing & Consumption,NZD1.00095CER280
Food Processing & Consumption,NZD1.00095CER285
Food Processing & Consumption,NZD1.00095CER287
Food Processing & Consumption,NZD1.00095CER292
Food Processing & Consumption,NZD1.00095CER293
Food Processing & Consumption,NZD1.00095CER301
Food Processing & Consumption,NZD1.00095CER302
Food Processing & Consumption,NZD1.00095CER303
Food Processing & Consumption,NZD1.00095CER304
Food Processing & Consumption,NZD1.00095CER305
Craft & Industry,NZD1.00095CER310
Food Processing & Consumption,NZD1.00095GLS012
Food Processing & Consumption,NZD1.00095GLS033
Personal Artefacts & Clothing,NZD1.00095HT004
Games & Recreation,NZD1.00095HT024
Food Processing & Consumption,NZD1.00095HT027
Personal Artefacts & Clothing,NZD1.00095LEE010
Personal Artefacts & Clothing,NZD1.00095LEE012
Personal Artefacts & Clothing,NZD1.00095LEE021
Personal Artefacts & Clothing,NZD1.00095LEE022
Personal Artefacts & Clothing,NZD1.00095LEE028
Distribution & Transport,NZD1.00095MTL002-gw
Distribution & Transport,NZD1.00095MTL005
Communication & Exchange,NZD1.00095MTL007
Food Processing & Consumption,NZD1.00095MTL008
Distribution & Transport,NZD1.00095MTL012
Personal Artefacts & Clothing,NZD1.00095MTL035
Buildings & Structures,NZD1.00095STN002
Interiors & Accessories,NZD1.00095STN003
Craft & Industry,NZD1.00095TXT002
Craft & Industry,NZD1.00095TXT003
Craft & Industry,NZD1.00095TXT006
Craft & Industry,NZD1.00095TXT007
Food Processing & Consumption,NZD1.00096CER001
Food Processing & Consumption,NZD1.00096CER024
